title,year,engine_size,fuel_type,milage,price
BMW 3 Series 330E M-sport Hybrid 252BHP Model Wit,2016,2.0,Hybrid,86744,21900
BMW 318d M-Sport****NCT 07/20****,2009,2.0,Diesel,141000,
2017 BMW 320d ed plus 8 speed automatic 41000 mls,2017,2.0,Diesel,39000,
Bmw f30 320d 2013,2013,2.0,Diesel,140000,0
BMW 3-Series 2015,2015,2.0,Diesel,79000,
BMW 318d SE Business Edition**NCT 04/20**,2009,2.0,Diesel,126000,
BMW 3 Series 318d SE Saloon,2017,2.0,Diesel,75000,24900
BMW 3 Series 330 E 2.0l Plug In Hybrid Sport Mode,2017,2.0,Hybrid,109111,
2013 BMW 320d M SPORT,2013,2.0,Diesel,125000,
BMW 316 MSPORT 1.6 NCT CHEAP TAX,2008,1.6,Petrol,128000,
BMW 318D SE 2.0  2008,2008,2.0,Diesel,190000,2950
BMW 316i,2007,1.6,Petrol,150000,2500
BMW 3 Series I SE Wn32 2DR Auto,2007,3.0,Petrol,90722,4950
BMW 320d M-Sport Automatic**NCT 12/21**,2011,2.0,Diesel,105222,
BMW 3-Series 2010,2010,2.0,Diesel,125000,5695
2007 BMW 3 Series msport Le Mans blue,2007,2.0,Diesel,166086,2800
BMW 3 Series 318d Sport M-performance Pack // 1 O,2016,2.0,Diesel,83000,18950
BMW 330E 2.0 PETROL // Plug In Hybrid // Low mil,2018,2.0,Hybrid,23900,29745
BMW 330d,2006,3.0,Diesel,198000,
BMW 3 Series 318i SE Saloon,2017,1.5,Petrol,34170,23950
BMW 3 Series 2013 BMW 318D M Sport M Performance,2013,2.0,Diesel,96318,
BMW 3 series,2005,2.0,Diesel,4,
2005 Bmw 320 d,2005,2.0,Diesel,295303,
E46 318ci,2003,2.0,Petrol,200000,
2013 BMW 320D MSPORT,2013,2.0,Diesel,151000,
Cars,2015,4,days,Kerry,
BMW 3-Series 320D Eff Dyn Business Edition 151,2015,2.0,Diesel,68000,16995
BMW 3 Series 330e Iperformance Phev 2seats Zleb 4,2017,2.0,Petrol,92855,
BMW 318 CI Convertible at Only 97k Mails,2005,2.0,Petrol,97000,
BMW 320D SE 2014,2014,2.0,Diesel,150000,
BMW 320D,2007,2.0,Diesel,346600,
BMW 3-Series 2012,2012,2.0,Diesel,133000,
BMW 320D Saloon,2008,2.0,Diesel,318089,
BMW 3-Series 2012,2012,2.0,Diesel,131000,
BMW 320d  Efficient Dynamics *low miles*,2012,2.0,Diesel,58300,10000
BMW 3 Series 320 D E92 M Sport 2DR Coupe New NCT,2008,2.0,Diesel,125721,5949
BMW 3-Series PLUG IN HYBRID / M SPORT AUTO,2017,2.0,Hybrid,34432,
BMW 3 Series M Sport,2008,2.0,Diesel,170000,5950
2013 BMW 320d M SPORT,2013,2.0,Diesel,125000,
BMW 3 Series 320D SE Sport Auto,2016,2.0,Diesel,99000,No Price
BMW 3 Series 320D Luxury Touring,2015,2.0,Diesel,116000,14900
BMW 3 Series 320d Sport,2019,2.0,Diesel,3,
BMW Coupe 3 series,2008,2.0,Petrol,165000,4999
BMW 3-Series 2013 f30 s m sport automatic,2013,2.0,Diesel,106000,15750
BMW 3 Series 3 Series D Sport (high Spec),2018,2.0,Diesel,34487,
BMW 320d,2011,2.0,Diesel,82000,11200
BMW 320 Low Taxâ‚¬200 New Fresh NCT,2011,2.0,Diesel,113,6880
2008 320D M sport BMW,2008,2.0,Diesel,149715,
BMW 3 Series 318d SE Saloon,2016,2.0,Diesel,47925,22995
Bmw 318 2008,2008,2.0,Petrol,136000,
BMW 318i Sport Estate,2018,1.5,Petrol,28500,
BMW 3 Series 330E M-sport  Hybrid Automatic  upgr,2016,2.0,Petrol,42000,23450
BMW 3 Series 330E M-sport  Hybrid Automatic  upgr,2016,2.0,Hybrid,42000,23450
BMW 3 Series 330E M-sport Hybrid Automatic  coral,2016,2.0,Petrol,35000,22450
BMW 3 Series 330E M-sport Hybrid Automatic  coral,2016,2.0,Hybrid,35000,22450
BMW 3 Series 330e M Sport 330e Phev Start/stop,2017,2.0,Hybrid,58547,27950
BMW 320d M-Sport Automatic**NCT 12/21**,2011,2.0,Diesel,105222,8950
BMW 318d M-Sport****NCT 07/20****,2009,2.0,Diesel,141000,5450
BMW 318d SE Business Edition**NCT 04/20**,2009,2.0,Diesel,126000,4950
2011 BMW 320d Efficient Dynamics,2011,2.0,Diesel,192908,7995
BMW 3 Series 320d SE Leather,2009,2.0,Diesel,118000,
2011 BMW 320 D Stunning Car 6- Speed SE,2011,2.0,Diesel,161324,
'10 BMW 320D M-Sport - exceptional example,2010,2.0,Diesel,4,8750
08 BMW 330D E92 M SPORT 231BHP COUPE LOW MILES,2008,3.0,Diesel,46000,8900
BMW 3-Series 2014 **IRISH CAR FROM NEW**,2014,2.0,Diesel,103000,
151 BMW 320 D ED BUSINESSLEATHERNAVALPINE WHITE,2015,2.0,Diesel,146000,
2015 BMW 3-Series 320d F30 M-Performance 152ðŸ’¥ðŸ’¥,2015,2.0,Diesel,98000,18900
BMW 320d m sport ( m performance kit),2012,2.0,Diesel,120000,
2011 BMW 320 D M SPORT PLUS EDITIONLEATHERFSH,2011,2.0,Diesel,159000,
BMW E92 325i Coupe SE,2010,3.0,Petrol,91000,7950
BMW 320 Huge Spec Model. 162 reg.,2016,2.0,Diesel,4,15950
151 BMW 316 D ES BUSINESS MEDIAM-PERFORMANCE KIT,2015,2.0,Diesel,137000,
BMW 3-Series 2008 Ci M SPORT COUPELOW MILEAGE,2008,2.0,Petrol,93250,5950
BMW 3 Series 2.0 320D Efficientdynamics Business,2015,2.0,Diesel,121000,10895
162 BMW 320 D SPORTM-PERFORMANCE KITALPINE WHITE,2016,2.0,Diesel,112000,
152 BMW 316D 20 SPORT Warranty,2015,2.0,Diesel,105000,15999
16 BMW 318D 2l Diesel Finance Warranty,2016,2.0,Diesel,100000,15999
11 BMW 320D MSPORT IMMACULATE*1 OWNER*New Nct*,2011,2.0,Diesel,130232,9950
06 BMW 320d 2 Litre Diesel New Nct,2006,2.0,Diesel,0,1175
BMW 3-Series 316D Low Mileage Finance Available,2012,2.0,Diesel,102434,10995
BMW 3 SERIES 320D EFFICIENTDYNAMICS FINANCE AVAILA,2016,2.0,Diesel,85825,16995
BMW 3 Series 318 Sport 4DR Auto(121),2016,2.0,Diesel,90803,17995
BMW 320 Series,2015,2.0,Diesel,75000,15500
BMW 320d M-SPORT,2011,2.0,Diesel,0,
BMW 3 Series 316D M-performance  55 PER Week,2013,2.0,Diesel,83477,15490
BMW 3 Series 316D SE  49 PER Week,2013,2.0,Diesel,87329,13250
BMW 330E AUTO IVORY LTHR PLUG IN ELECTRIC,2017,2.0,Hybrid,68000,21950
2004 Bmw 320,2004,2.0,Diesel,300000,
BMW 3-Series 320d EfficientDynamics 4dr Step Auto,2015,2.0,Diesel,64600,11450
2012 BMW 320D F31 SPORT TOURER,2012,2.0,Diesel,70000,12950
08W7025 BMW320,2008,2.0,Diesel,159000,3250
BMW 3 Series 318d Sport Saloon 175 Per Week,2020,2.0,Diesel,1,47527
BMW 3 Series 318d Sport Manual  168 Per Week,2020,2.0,Diesel,1,45449
BMW 3 Series 318 SE Zlba 4DR,2017,1.5,Petrol,20192,23950
BMW 3 Series 330e M Sport  177 Per Week,2020,2.0,Hybrid,1,47916
320D SPORT LINE LOW KMS,2013,2.0,Diesel,54000,14950
BMW 3 series E90 MSPORT,2011,2.0,Diesel,80000,8250
06 bmw318i taxed and tested mint condition,2006,2.0,Petrol,100,
BMW 3 Series 316d Sport Saloon,2017,2.0,Diesel,54999,24900
BMW 3 Series 316 D F30,2012,2.0,Diesel,181000,8950
BMW 318D 2009 New Timing chain NCT 11/20 Tax 6/20,2009,2.0,Diesel,170000,4250
Bmw series 3 m sport touring,2009,2.0,Diesel,122000,
BMW 320D Coupe NCT 10/20,2007,2.0,Diesel,98000,6000
2013 BMW 3-SERIES AUTOMATIC 1 YEAR WARRANTY,2013,2.0,Diesel,123600,11900
Bmw 320cd msport,2004,2.0,Diesel,204,
2016 Bmw 3 series m sport,2016,2.0,Diesel,108000,
2009 BMW 3 SERIES COUPE - DIESEL - AUTO,2009,2.0,Diesel,120000,6600
BMW 3 Series 316d 2.0 Litre Manual,2010,2.0,Diesel,144000,4999
BMW 320d,2011,2.0,Diesel,141000,5300
2012 BMW 3-Series 320d Estate Msport Alloys,2012,2.0,Diesel,152000,7995
2014 BMW 3-SERIES ** ESTATE** HIGH SPEC**,2014,2.0,Diesel,5,
2014 BMW 320D FULL LEATHER,2014,2.0,Diesel,92000,13999
BMW 3-Series 2012 320D ESTATE,2012,2.0,Diesel,5,
2012 BMW 320D IRISH REG,2012,2.0,Diesel,134000,
131 BMW 320D SE,2013,2.0,Diesel,130000,
BMW 318i 2.0 AUTOMATIC 2007,2007,2.0,Petrol,157000,1999
2013 BMW 320d M SPORT,2013,2.0,Diesel,125000,
BMW 330 D  X-DRIVE M SPORT,2013,3.0,Diesel,134690,17950
BMW 3 Series 320i M Sport  175 Per Week,2020,1.0,Petrol,1,47279
2010 BMW 318i SE AUTO/Leather/Full History,2010,2.0,Petrol,75310,6950
BMW 3 Series 318 Sport Zlsg 4DR Auto,2017,2.0,Diesel,56000,24995
320D 2.0 SE EFD 177BHP NEW NCT & TAX & SERVICE,2010,2.0,Diesel,128000,
BMW 3 Series 316 SE Z3ap 4DR Auto,2013,2.0,Diesel,88186,
BMW 3 Series 330e --M Sport Plus--plug In Hybrid,2017,2.0,Hybrid,65357,33950
BMW 330E Sport Plug-In Hybrid Auto 252BHP,2016,2.0,Hybrid,146000,16000
2014 BMW 3-Series 318d Msport Spec Alloys,2014,2.0,Diesel,97577,14495
BMW 3 Series 316d Sport,2016,2.0,Diesel,77249,21995
BMW 3 Series 316d SE,2017,2.0,Diesel,59546,23995
2005 BMW 320d,2005,2.0,Diesel,219400,
BMW 320 D,2008,2.0,Diesel,240000,
BMW 3-Series 2013 M-Sport Auto F30,2013,2.0,Diesel,118000,14999
2012 BMW 320D 2.0 SPORT PLUS - EDITION,2012,2.0,Diesel,99000,
2011 BMW 320D 2.0 SPORT PLUS - EDITION,2011,2.0,Diesel,102000,
BMW 3 Series 320d M Sport Saloon,2019,2.0,Diesel,11999,42995
BMW 320 diesel convertible,2005,2.0,Diesel,180000,
LOW MILEAGEM-SPORT1 OWNERSAT NAVBLUETOOTH.,2015,2.0,Diesel,31000,24500
BMW 3 Series 330e Sport Saloon,2017,2.0,Hybrid,38507,30995
LOW MILEAGEM-SPORT1 OWNERSAT NAVBLUETOOTH.,2015,2.0,Diesel,31000,24500
152 BMW 320d M Performance - Quick Sale IRL Reg,2015,2.0,Diesel,127000,
BMW f30 Msport,2012,2.0,Diesel,177000,10500
BMW N47 Timing chains Simpson Garage,2008,2.0,Diesel,5,
BMW 3 Series 318D Sport Automatic With Black Leat,2016,2.0,Diesel,115116,17449
2015 BMW 318D BUSINESS EDITION 1 YEAR WARRANTY,2015,2.0,Diesel,141900,12900
BMW 318ci,2003,2.0,Petrol,138000,
BMW 3-Series 2007 320D M-SPORT AUTOMATIC,2007,2.0,Diesel,182415,
131 Renault Fluence,2007,2.0,Diesel,140000,
BMW 3 Series BMW 316 Sport 316d Start/stop - Buy,2014,2.0,Diesel,141133,13950
BMW 3 Series BMW 318 E90 I Exclusive Edition 4D -,2011,2.0,Petrol,92800,7500
2008 BMW 3 Series,2008,2.0,Petrol,152670,
2016 BMW 320D Efficient Dynamics Plus,2016,2.0,Diesel,108000,
BMW  3series,2008,2.0,Diesel,6,
BMW F30 330D M-Sport Low Mileage,2013,3.0,Diesel,111000,18650
BMW 320 msport,2008,2.0,Diesel,180000,
BMW 330E Sport Plug-In Hybrid Auto 252BHP,2016,2.0,Hybrid,146000,16000
BMW 318I Fresh NCT,2008,2.0,Petrol,128600,2600
BMW 3 Series 3.0 335D Xdrive M Sport 4d 308 BHP,2016,3.0,Diesel,61000,
BMW 3 Series 320d Luxury Low Miles Car Great Spec,2012,2.0,Diesel,74000,
151 BMW 320D MSPORT AUTO + HUGE SPEC- RARE CAR,2015,2.0,Diesel,52400,No Price
Part worn tyres,1989,2.5,Petrol,227000,
BMW 3 SERIES 316D ES,2012,2.0,Diesel,133118,9950
BMW 3 Series 318d SE Saloon,2020,2.0,Diesel,6,47150
BMW 320 (E90) D efficient dynamics,2010,290000,km,6,
2013 Bmw 316,2013,2.0,Diesel,148000,
Bmw 320 f30,2012,2.0,Diesel,150000,10500
BMW 320d Efficient Dynamics Business,2014,2.0,Diesel,6,14900
2011 BMW 320d Tax/Test,2011,2.0,Diesel,211000,
Bmw m sport 320+ m performance,2013,2.0,Diesel,139000,
BMW 3 Series 335d Xdrive M Sport,2016,3.0,Diesel,27000,
BMW 3 Series 320 F34 D Luxury Gran Turismo,2014,2.0,Diesel,160000,10950
2008 Bmw 320,2008,2.0,Petrol,103000,
BMW 3 Series 316 D ES Edition Zji1 4DR,2011,2.0,Diesel,250000,6500
Bmw f30 320d m sport (auto),2012,2.0,Diesel,129000,
**â‚¬15950**BMW 320d F30 M-Sport Plus XDrive 184Bhp,2013,2.0,Diesel,95000,1595
BMW 318d M-Sport 2010,2010,2.0,Diesel,130000,6945
SOLD,2008,2.0,Diesel,6,
BMW 316d F30,2012,2.0,Diesel,166000,8200
BMW 3-Series Imola red,2010,2.0,Diesel,186,3499
BMW 3 Series 316D ES Zj27 4DR,2011,2.0,Diesel,73323,9450
320 D,2010,2.0,Diesel,140,
BMW 318d 2.0 diesel auto swap,2012,2.0,Diesel,6,
BMW 3 Series 330e M Sport Iperformance  estoril B,2018,2.0,Hybrid,11500,
2016(162) *BMW 32O D SPORT*NEW MODEL*SAT NAV*MINT*,2016,2.0,Diesel,124000,12850
BME 320 CD,2004,2.0,Diesel,169000,
BMW 320D M-Sport New NCT 1/22,2011,2.0,Diesel,97000,
BMW 3 Series 330e M-sport Hybrid  full Leather /,2018,2.0,Hybrid,43221,
BMW 3 Series 318I SE Z3sd 4DR,2006,2.0,Petrol,223212,No Price
BMW 3 Series  14  320d ED Plus,2016,2.0,Diesel,93811,
BMW 3 Series  10  320d M Sport,2017,2.0,Diesel,29986,
BMW 3 Series  96  318d Sport,2017,2.0,Diesel,63871,
BMW 325i Coupe auto,2007,2.5,Petrol,173000,
BMW 3 Series 330i M Sport Saloon,2019,2.0,Petrol,19848,45995
BMW 3 Series 320I SE Z3s7 4DR,2005,2.0,Petrol,120452,No Price
2010 BMW 318D SE Automatic,2010,2.0,Diesel,164000,6495
2013 IRISH BMW 320D ED M-PERFORMANCE KITTED,2013,2.0,Diesel,156000,
BMW 3 Series GT 330D M Sport Auto Call 4606070,2016,3.0,Diesel,54725,
BMW 318ci red leather interior CSL alloys,2000,1.9,Petrol,6,
2015 BMW 3-Series 318d M Sport 5dr Step Auto,2015,2.0,Diesel,73651,
2013 BMW 3 Series 318D M-Sport 4dr,2013,2.0,Diesel,83789,
2005 BMW 318 SE,2005,2.0,Petrol,6,
BMW 3-Series 2013 M-Sport Step M-performance,2013,2.0,Diesel,66000,
BMW 3 Series 318i Auto Sport  AA Approved  1 Owne,2018,1.5,Petrol,39000,25999
BMW Msport 3series,2010,2.0,Diesel,155000,5000
2002 Bmw 320 diesel,2002,2.0,Diesel,151000,
BMW 3 Series 320D Exclusive Edition,2011,2.1,Diesel,201139,10950
â€˜15 BMW 320D M Sport (Low Nox),2015,2.0,Diesel,6,
BMW e90  Msport,2007,2.0,Petrol,176,
2012 bmw 320 touring sport manual,2012,2.0,Diesel,87000,
BMW 3-Series 2014,2014,2.0,Diesel,144000,14950
2010 bmw 320d nct oct 2021,2010,2.0,Diesel,183579,
2910 BMW 320D SE,2010,2.0,Diesel,315000,4250
BMW 3-Series m sport2015,2015,2.0,Diesel,55000,11950
BMW 320d 3-Series F30 2013,2013,2.0,Diesel,138000,8999
2006 Bmw 316i NEW NCT Full leather interior!,2006,1.6,Petrol,180000,1350
Bmw 320D msport,2010,2.0,Diesel,6,
BMW 3 Series 2.0 320D Touring Auto Efficient Dyna,2016,2.0,Diesel,108742,14950
BMW 3-Series 2017 320d M Sport,2017,2.0,Diesel,82000,
08 320D M Sport New Nct,2008,2.0,Diesel,157000,4200
2016 BMW 320 MSport (162),2016,2.0,Diesel,93000,
BMW 320i. Racing car project,2004,2.2,Petrol,6,
Bmw 316 i,2006,1.6,Petrol,205000,
BMW 3 Series 330e M Sport Hybird,2016,2.0,Electric,50000,24995
BMW 320D DYNAMICS SPORT/ M Performance/TOP SPEC,2016,2.0,Diesel,117000,15995
BMW 320 SE AUTOMATIC // NCT 09/2020,2008,2.0,Petrol,164000,5995
Bmw 320d e92 nct and tax,2008,2.0,Diesel,190359,
BMW 3-Series 2012 320d Efficient Dynamics,2012,2.0,Diesel,89000,
BMW 3 Series 318 SE Saloon,2014,2.0,Diesel,77000,17900
BMW 3 Series 316 Sport Zlsf 4DR,2016,2.0,Diesel,77873,20995
BMW 320d m sport xdrive shadow edition,2018,2.0,Diesel,45000,
BMW 320 E90 EfficientDynamics Black,2010,2.0,Diesel,240000,
BMW 3-Series 2015 330D M sport STR DEAL SPECIAL,2015,3.0,Diesel,49000,25500
2010 Bmw e92 320d ---M-SPORT---,2011,2.0,Diesel,98000,
BMW 330D MSPORT,2014,3.0,Diesel,110000,17995
2012 Bmw 320D Efficient Dynamics,2012,2.0,Diesel,126000,12000
2004 BMW 325CI Convertible "NCT&TAX",2004,2.0,Petrol,135000,
BMW e46 325i,2001,2.5,Petrol,156000,
BMW 316i M SPORT WITH SUN ROOF MINT,2008,1.6,Petrol,7,
BMW 3 Series 320d M Sport,2017,2.0,Diesel,73800,26995
2013 132 BMW 320 D M SPORT *VRT PAID*,2013,2.0,Diesel,113000,12450
BMW 3-Series 320D Sport 2017,2017,2.0,Diesel,180000,
BMW 320d MSport Coupe Automatic Leather Seats,2008,2.0,Diesel,121500,6450
BMW 3 Series January Sale PAN Roof GT Auto,2016,2.0,Diesel,58686,24495
2015 BMW 3-Series 320d F30 M-Performance 152ðŸ’¥ðŸ’¥,2015,2.0,Diesel,98000,18900
BMW 3 Series 330E M-sport Hybrid 252BHP Model Wit,2016,2.0,Hybrid,59900,
BMW 3 Series 330E M-sport Hybrid 252BHP Model Wit,2016,2.0,Hybrid,59900,
Rare Bmw hard top manual,2008,2.0,Diesel,91000,11900
BMW 3-Series 2015  M-Sport,2015,2.0,Diesel,113000,15950
08 320d msport,2008,2.0,Diesel,157000,
BMW 318i 2008,2008,2.0,Petrol,115000,2600
08 BMW 318 i-,2008,2.0,Petrol,144200,2300
2011 BMW 320d Efficient Dynamics (ALLOYS),2011,2.0,Diesel,87260,
BMW 3 Series 320d SE Auto,2013,2.0,Diesel,121126,13950
BMW 320d coupe.(ENGINE CEASED),2007,2.0,Diesel,140000,700
BMW 3 Series 330e Sport,2016,2.0,Hybrid,150000,20995
BMW 3 Series 320 D E92 M Sport 2DR,2013,2.0,Diesel,99000,13745
BMW 3 Series 330e Sport,2016,2.0,Hybrid,18807,29995
BMW 3 Series 320d Xdrive M Sport,2019,2.0,Diesel,9751,54995
2007 BMW 325I Coupe. Auto,2007,2.5,Petrol,128123,
BMW 3 Series 320d M Sport Touring,2014,2.0,Diesel,82330,15950
BMW 3 seeies 2.0 216d es,2014,2.0,Diesel,90000,
2015 BMW 3 Series 320d EfficientDynamics 4dr,2015,2.0,Diesel,67000,
BMW 320i SE WA 72 Auto Sports Coupe,2008,2.0,Petrol,179,2750
BMW 320 SE TOURING,2008,2.0,Petrol,176000,4995
132 BMW 320D M-SPORT,2013,2.0,Diesel,78000,
BMW 3 Series 320 M Sport 320d Step Auto Start/stop,2015,2.0,Diesel,107000,19950
BMW 320d,2005,2.0,Diesel,190000,
2012 Bmw 320,2012,2.0,Diesel,144000,
BMW 3-Series 2005 â‚¬1490 AUTOMATIC DIESEL,2005,2.0,Diesel,190000,1490
BMW 3 Series 2.0 330E Hybrid Auto SE Spec,2016,2.0,Hybrid,71770,18950
BMW 3 Series 330e,2020,2.0,Hybrid,7,52153
2013 bmw f30 320d  x drive m sport,2013,2.0,Diesel,47000,
BMW 320D E90. Immaculately kept,2009,2.0,Diesel,85000,
BMW 3-Series 2008 1.6 PETROL â‚¬2990,2008,1.6,Petrol,162000,2990
Bmw e90,2007,2.0,Diesel,320000,
BMW 318d M-sport 2011,2011,2.0,Diesel,128000,5999
BMW 3 Series December 2016 BMW 330E M Sport M Per,2016,2.0,Hybrid,89578,15450
BMW 3 Series 2013 BMW 320D M Sport M Performance,2013,2.0,Diesel,49694,13450
BMW 3 Series BMW 330e Phev Sport E-drive Auto,2017,2.0,Hybrid,63700,22950
2013 320d bmw efficient dynamics 87k cheap vrt,2013,2.0,Diesel,87000,
BMW 3 Series 320d Sport Saloon,2019,2.0,Diesel,14122,40950
BMW 3 Series 318d M Sport Shadow Edition Auto,2018,2.0,Diesel,24000,33950
162 BMW 330e M Sport PLUS,2016,2.0,Hybrid,51000,23900
BMW 3 Series 330e M Sport Saloon,2020,2.0,Hybrid,8,49984
BMW 3 Series 318 E90 D M Sport,2009,2.0,Diesel,133760,7950
2005 bmw 330d M sport  auto,2005,3.0,Diesel,169000,
2016 (162) 320D MSport+ Shadow Edition,2016,2.0,Diesel,52000,
Bmw F30 Efficiency dynamic M performance,2012,2.0,Diesel,274000,9000
2008 BMW 320D M SPORT EDITION,2008,2.0,Diesel,8,
Bmw 320d 2001 for sale,2001,2.0,Diesel,8,
BMW 320d m sport ( m performance kit),2012,2.0,Diesel,120000,
330D MSPORT AUTO LOW KMS,2014,3.0,Diesel,54000,19950
BMW 3 Series 2013 318d M Sport,2013,2.0,Diesel,76000,
M sport,2007,2.0,Diesel,200,
BMW 318d,2007,2.0,Diesel,208000,
BMW 3 series 2006,2006,2.0,Petrol,120000,2500
2013 bmw 320d msport f30,2013,2.0,Diesel,112000,
2006 BMW 3 Series,2006,2.0,Petrol,154612,
BMW 320d coupe M-Sport,2005,2.0,Diesel,141000,2600
BMW 318 Series Auto low Tax,2010,2.0,Petrol,92141,
2015 BMW 316D M sport performance kit,2015,2.0,Diesel,127000,
BMW 3 Series M Sport,2008,2.0,Diesel,170000,5950
BMW 318i,2007,2.0,Petrol,140000,
BMW e91 m sport.,2010,2.0,Diesel,115000,
2011 BMW 318 Diesel NCT +Tax'd,2011,2.0,Diesel,150,
BMW 320D M-Sport 2009 *NCT Today 03/21*,2009,2.0,Diesel,160000,4950
Bmw,2006,2.0,Diesel,164000,
2009 Bmw318d M sport,2009,2.0,Diesel,9,
Bmw E46,2005,2.2,Petrol,136607,4450
BMW 3 Series M Sport,2008,2.0,Diesel,170000,5950
BMW 3-Series 2008 2.0 dsl auto Nct 8/20 low tax,2008,2.0,Diesel,112000,
BMW E46 Coupe,2005,2.0,Petrol,92000,
BMW 3 Series M-sport--t.chain Done,2009,2.0,Diesel,198000,5250
BMW 318 diesel,2011,2.0,Diesel,9,
2008 Bmw 320d e92 Nct'd automatic spotless,2008,2.0,Diesel,165000,
BMW 320d Coupe,2007,2.0,Diesel,206000,
BMW  3 Series.e90.318i   (won't start),2007,2.0,Petrol,149000,
BMW 3 Series  2.0 320D Efficient Dynamics Plus Ed,2016,2.0,Diesel,99111,15950
BMW 2009  320D  MSPORT COUPE NCT 2021 E92,2009,2.0,Diesel,180000,
Bmw M-Sport,2006,2.0,Diesel,170000,
BMW 318D 2009,2009,2.0,Diesel,179515,4500
320d F30 msport BMW,2014,2.0,Diesel,127000,
2012 BMW 320D Auto M Performance Kit VRT PAID,2012,2.0,Diesel,123000,
BMW 3-Series320 d sun roof 2010,2010,2.0,Diesel,120000,4950
BMW 3 Series 2.0 330E Sport Spec,2017,2.0,Hybrid,74255,21950
BMW 316d,2011,2.0,Diesel,118500,
320d Touring,2013,2.0,Diesel,180000,
BMW 3 Series 318d M Sport Saloon,2017,2.0,Diesel,59913,24975
318i for breaking,2007,2.0,Petrol,175000,
BMW 330d XDrive,2013,3.0,Diesel,84450,15750
BMW 3-Series 2014 **IRISH CAR FROM NEW**,2014,2.0,Diesel,103000,
BMW 316,2004,1.8,Petrol,106000,
BMW 3-Series 2007,2007,1.6,Petrol,125281,
Bmw 320i se 4dr saloon 2008 superb,2008,2.0,Petrol,88000,
2015 BMW 316D M sport performance kit,2015,2.0,Diesel,127000,
BMW 3 Series 318d SE Saloon,2018,2.0,Diesel,19785,26900
316 BMW,2007,1.6,Petrol,227062,3250
BMW 3 Series 318d Sport Touring,2018,2.0,Diesel,21276,30900
BMW 3-Series 2008 PROBLEM WITH 1ST GEAR,2008,2.0,Petrol,109000,
BMW 3-Series 2007,2007,2.5,Petrol,100000,2995
141 BMW 320D 6SPEED M SPORT +  M PREFORMANCE KIT,2014,2.0,Diesel,124113,
***2003 Bmw e46 318i convertible only 69000 mls**,2003,2.0,Petrol,69000,
BMW 3 Series 316d ES Manual,2012,2.0,Diesel,98420,14950
BMW 3 series320d M Sport 4dr Step Auto Business M,2015,2.0,Diesel,91000,
2015 BMW 320D M SPORT,2015,2.0,Diesel,112000,13250
